sent0,sent1
“Orang yg berdiri diantara SOEKARNO dan Pangsar SOEDIRMAN itu KAKEK Anies Baswedan”,Orang yang berdiri diantara SOEKARNO dan Pangsar SOEDIRMAN itu KAKEK @aniesbaswedan”
Mark Zuckerberg: “Friendly reminder: 9/11 never happened in here!”,Akun Twitter @rajat_suresh mengunggah tangkapan layar yang memperlihatkan postingan Mark Zuckerberg di laman Facebook pribadinya
"Penerapan PSBB, Kota Depok Tutup Jalan",Beredar pesan berantai melalui WhatsApp mengenai berlakunya PSBB di kota Depok dengan menutup akses jalan yang akan dilaksanakan pada 12 April 2020
"HIMBAUAN KADIV HUMAS POLRI IRJEN POL. MOHAMMAD IQBAL, S.I.K., M.H",beredar di WhatsApp mengenai adanya himbauan dari Kadiv Humas Polri
Pasukan Tentara Membantu Melawan Virus Corona di New York,"Beredar unggahan video melalui Facebook mengenai pasukan tentara datang ke jalan di Manhattan, New York untuk membantu melawan virus Corona"
MPR GELAR SIDANG ISTIMEWA PEMAKZULAN JOKOWI," Video berjudul ""MPR GELAR SIDANG ISTIMEWA UTK JKW!!"" telah ditonton 1"
“Ini kiriman video betapa dahsyatnya wabah covid 19 di Amerika”,731) mengunggah sebuah video dengan narasi sebagaio berikut:“Ini kiriman video betapa dahsyatnya wabah covid 19 di Amerika
OPERASI GABUNGAN CIPTA KONDISI SKALA BESAR, Dalam pesan berantai tersebut dikabarkan akan segera terselenggaranya operasi gabungan cipta kondisi
"TERSERET KORUPSI BESAR ANIES, NOVEL BASWEDAN DI PANGGIL PAKSA KPK","Akun Youtube SEPUTAR ISTANA mengunggah video pada tanggal 17 Februari 2023 dengan judul: “TERSERET KORUPSI BESAR ANIES, NOVEL BASWEDAN DI PANGGIL PAKSA KPK”"
“Selamat buat Dr. Terawan yang sebentar lg akan Resmi jd Milik Jerman dan bertugas disana”, Terawan resmi menjadi milik Jerman”
Elon Musk Mengaktifkan Kembali Twitter Donald Trump,Unggahan di Facebook membagikan tangkapan layar twitter yang menunjukkan tweet dari akun Donald Trump (@realDonaldTrump) yang berterima kasih kepada Elon Musk karena mengizinkannya bergabung kembali dengan Twitter
Bahaya Menyebarkan Ucapan Selamat Dengan Gambar,"Beredar sebuah pesan berantai Whatsapp yang menjelaskan bahaya dari pengiriman ucapan selamat dalam bentuk gambar dan video karena digunakan untuk mencuri informasi pribadi, dan dilaporkan bahwa lebih dari 500"
Pesan Whatsapp Pengangkatan Tenaga Honorer Perawat dan Guru di Pemprov NTB," Dalam pesan menjelaskan para perawat dan guru honorer dapat diangkat langsung menjadi PNS hanya dengan menghubungi nomor Kepala BKD Provinsi NTB, Muhammad Nasir"
Raja Salman Meninggal Dunia, Postingan tersebut menyebutkan bahwa Raja Salman telah meninggal
Tangkapan Layar Berita “RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China”,id berjudul “RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China” pada tanggal 29 Juli 2020
Video Jokowi Panggil Rocky Gerung ke Istana,Sebuah video yang diklaim Presiden Jokowi memanggil Rocky Gerung ke Istana untuk mengklarifikasi ucapannya beredar di media sosial
“the Simpsons 1993 memprediksi Corona virus dari China”,nandana) mengunggah sebuah gambar disertai narasi sebagai berikut:“Jangan pernah meremehkan the simpsons… the Simpsons 1993
Pemekaran Kota Yogyakarta, Berikut narasinya:KOTA YOGYAKARTAAKAN DIPERLUAS DG MEMASUKKAN DESA2 DI BANTUL & SLEMAN
ANIES BAKAL BUBARKAN BUMN JIKA TERPILIH PRESIDEN,"Calon presiden nomor urut 1, Anies Baswedan, diklaim akan membubarkan Badan Usaha Milik Negara (BUMN) apabila terpilih sebagai presiden pada Pilpres 2024"
"KEMENAG TERBITKAN PANDUAN IBADAH RAMADHAN, TARAWIH HINGGA BUASA PUASA DISARANKAN…",ibadah salat Tarawih dan buka puasa bersama tetap dilakukan seperti biasa
VIDEO SEBUT VAKSINASI COVID-19 MELEMAHKAN KEKUATAN TNI,VIDEO SEBUT VAKSINASI COVID-19 MELEMAHKAN KEKUATAN TNIBeredar video dan foto hasil tangkapan layar percakapan WhatasApp yang menyatakan vaksin covid-19 akan melemahkan kekuatan TNI
Rekrutmen Kerja Staf Lab Vaksin oleh RSU Mulia Hati,"Beredar melalui media sosial Facebook, informasi rekrutmen kerja sebagai staf laboratorium vaksin oleh RSU Mulia Hati"
PENGENDARA DITILANG KARENA PAKAI SANDAL JEPIT,"di media sosial Facebook, seorang pengendara di Wonokromo, Surabaya, yang mengaku ditilang oleh Polisi lantaran menggunakan sandal jepit saat berkendara"
AKUN WHATSAPP MENGATASNAMAKAN CAMAT PALABUHANRATU,tangkapan layar dari pesan WhatsApp yang mengatasnamakan Camat Pelabuhanratu Ali Iskandar
"Tidak Memakai Masker, Pengendara Motor dan Mobil Didenda Rp 5 Juta atau Kurungan Penjara Dua Minggu",Pengendara sepeda motor atau mobil dikabarkan akan dikenakan sanksi tilang sebesar Rp 5 juta atau kurungan penjara selama dua minggu apabila tidak menggunakan masker saat berkendara
"Foto “Mercury, Venus, and Saturn align with the Giza pyramids once every 2737 years”","Akun Twitter Conspiracy Theories (@StrangeTheorie) mengunggah cuitan berupa foto yang menunjukkan planet Merkurius, Venus, dan Saturnus sejajar dengan tiga Piramida Giza setiap 2737 tahun"
FOTO SRI MULYANI BERHIJAB KODE PILKADA SUDAH DEKAT,Kode pilkada sudah dekat Atau tagihan sudah jatuh tempo
"BARANG SITAAN DARI PABEAN BEA CUKAI, JAM TANGAN OULM SWISS AKAN DILELANG","BARANG SITAAN DARI PABEAN BEA CUKAI, JAM TANGAN OULM SWISS AKAN DILELANG"
Video seorang wanita tersentuh oleh kuasa Roh Kudus panik di pesawat Cayman Airways," Video yang beredar di media sosial diambil pada 23 Oktober 2017 oleh seorang penumpang di dalam pesawat Cayman Airways KX620 yang akan bertolak ke Jamaika, saat pesawat masih di darat di Bandara Internasional Owen Roberts (ORIA) di Grand Cayman"
KRATOM ATAU DAUN PURIK BISA SEMBUHKAN VIRUS COVID 19,KRATOM ATAU DAUN PURIK BISA SEMBUHKAN VIRUS COVID 19Sebuah unggahan di media sosial yang berasal dari Thailand mengeklaim tumbuhan Kratom atau yang disebut juga Daun Purik bisa mengobati dan mencegah COVID-19
Seorang Petani Ukraina Mencuri Roket Milik Rusia,"Beredar sebuah foto di Facebook yang menunjukkan sebuah truk petani menarik sebuah roket, dalam narasi unggahan tersebut diklaim bahwa seorang petani asal Ukraina telah mencuri roket milik Rusia"
KODE WARNA PADA PASTA GIGI," Namun, arti sebenarnya dari kode warna tersebut bisa sangat mengejutkan Anda"
"AKIBAT PEMADAMAN LISTRIK PLN, 350 RIBU TKA ILEGAL DARI RRC MASUK INDONESIA","[NARASI]“AKIBAT PEMADAMAN LISTRIK PLN, 350 ribu TKA ilegal dari RRC Masuk INDONESIAMinggu, 04 Agustus 2019, Dimulai dari jam 11:35 Wib sampai dengan 02:15 dinihari terjadi pemadaman Listrik di seluruh Propinsi Jawa-Barat meliputi, Banten, dan Dki Jakarta"
VIDEO SEORANG IBU DI KUNINGAN DUDUK SANTAI DAN ANAKNYA DISURUH MENGEMIS,"VIDEO SEORANG IBU DI KUNINGAN DUDUK SANTAI DAN ANAKNYA DISURUH MENGEMISBeredar viral di media sosial sebuah video yang diduga emak-emak menyuruh anaknya untuk mengemis, viral di media sosial twitter"
Warga Korea Selatan yang Belum Vaksin Tidak Dapat Mengikuti Pemilu,"(Narasi diterjemahkan ke dalam Bahasa Indonesia)“Tidak ada surat vaksin, tidak bisa mengikuti pemilihan PresidenSaya tidak percaya strategi ini digunakan"
Biaya Tilang Baru di Indonesia,Berikut kutipan narasinya:BIAYA tilang terbaru di Indonesia: Kapolri baru mantap1
VODKA DAPAT DIJADIKAN SEBAGAI HAND SANITIZER,VODKA DAPAT DIJADIKAN SEBAGAI HAND SANITIZER 
Peserta BPJS Wajib Skrining,Menginformasikan tentang screening bpjs kesehatan yg bersifat wajib
BANTUAN DANA SEBESAR 47 JUTA DARI BPJS KESEHATAN,"BANTUAN DANA SEBESAR 47 JUTA DARI BPJS KESEHATANBeredar informasi melalui pesan SMS terkait penerimaan dana bantuan sebesar Rp 47 juta yang mencatut nama lembaga resmi negara, BPJS Kesehatan"
"Setelah Dibebaskan, Bharada E / Richard Eliezer Ziarah ke Makam Brigadir J",Beredar sebuah informasi di Facebook yang mengklaim Bharada E berziarah ke makam Brigadir J untuk pertama kali setelah dibebaskan
"“Bendera ISRAEL di Burj Khalifa Dubai, United Arab Emirates (UAE)”","Akun Indonesian Crusaders mengunggah foto Burj Khalifa dengan narasi “Bendera ISRAEL di Burj Khalifa Dubai, United Arab Emirates (UAE)"
Presiden China Mengumumkan Virus Corona Telah Menjadi Epidemi dan Memohon Kepada Umat Islam Mendoakan China, Berikut cuplikan narasinya:Presiden China mengumumkan virus corona telah menjadi epidemi dan memohon kepada umat Islam mendoakan China
BAHAN KIMIA DARI CINA DI CAMPUR AIR BERUBAH SEPERTI SUSU BEREDAR DI PASAR, Jangan sembarangan beli susu kemasan
KOMPILASI VIDEO KEBAKARAN DI MARKET IRANIAN AJMAN DUBAI," Empat video itu diklaim sebagai video-video peristiwa ledakan dan kebakaran di Dubai, Uni Emirat Arab"
RS BEDAH SURABAYA TEMUKAN KOREK DAN BATERAI DALAM PERUT BALITA,informasi mengenai ditemukannya benda-benda aneh yang bersarang di perut seorang balita
GORILA SEDANG MENJAHIT,sebuah gambar dari gorila yang sedang menjahit sebuah scarf
HEWAN YANG DISEBUT HASIL GABUNGAN DNA KELINCI DAN AYAM,seekor hewan berbulu lebat berwarna putih
WHO Tetapkan Indonesia Sebagai Negara High Risk Covid-19," Berikut isi pesan berantai itu selengkapnya:""BERITA TERBARU!Secara resmi, hari ini WHO telah mendeklarasikan Indonesia sebagai negara A1 High Risk"
Foto “FBI Menangkap Bill Gates Karena Terorisme Biologis”,Beredar artikel berjudul “FBI Arrests Bill Gates For Biological Terrorism After Tip Off From Melbourne 5G Protestors” atau yang jika diterjemahkan “FBI Menangkap Bill Gates Karena Terorisme Biologis Setelah Memberi Tip Dari Melbourne 5G Protestor” yang dimuat di situs betootaadvocate[dot]com pada 11 Mei 2020
"Peta Kasus Covid DKI “DKI kembali Zona Merah, Bogor Zona Hitam”","DKI kembali Zona Merah, Bogor Zonna Hitam"
NASA TAMBAH RASI BINTANG BARU BERNAMA OPHIUCIUS, Selain itu ada satu rasi bintang baru bernama Ophiuchus dalam foto tersebut
"Video Ekonomi Makin Hancur & Terlilit Utang, Jokowi Terancam Serahkan Indonesia pada China","Akun Facebook Berita viral mengunggah sebuah video dengan judul “EKONOMI MAKIN HANCUR & TERLILIT UTANG, PEMERINTAHAN JOKOWI T3R4NC4M SERAHKAN INDONESIA Pada CHINA” yang bersumber dari kanal Youtube Rahasia Politik"
"Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan ""Made Indonesia""","com dengan judul ""40 Ribu APD yang Diterima Jakarta Bertuliskan Made Indonesia"" diterbitkan 23 Maret 2020"
Di Jerman Orang yang Sudah Divaksin Dilarang Membeli dan Mengendarai Mobil,“Breaking: di Jerman Anda tidak lagi diperbolehkan membeli mobil jika sudah disuntikan vaksin
“Polisi mulai intimidasi warga *InfoAkurat”, Polisi mulai intimidasi warga *InfoAkurat”
Ramsay Hunt syndrome disebabkan oleh vaksin Covid-19,Beredar informasi bahwa Ramsay Hunt syndrome yang diderita Justin Bieber disebabkan oleh vaksin Covin-19
Agnez Mo Bagi-Bagi Hadiah Berupa Uang Tunai,Sejumlah akun Facebook membagikan hadiah uang tunai sebesar Rp5
Uni Emirat Arab Selamatkan Indonesia dari Hutang 1.3 Triliun," Video yang diunggah berisi beberapa video pertemuan antara Pemerintah Indonesia dan Pemerintah Uni Emirat Arab dengan narasi bahwa : “Di acara G20 Amerika dan Uni Eropa mati kutu, Emirat Arab Selamatkan Indonesia dari hutang raksasa, begitu fantastis nilainya!”"
Video “AWAL PEMBALASAN TNI – MALAYSIA – UCRANIA”,NARASI: “AWAL PEMBALASAN TNI – MALAYSIA – UCRANIA – DUNIA MILITER UPDATE – BERITA TERKINI”
“ujar Xi Jin Ping Hanya Indonesia Yg Mampu Mengendalikan Covid 19”,"Di Nobatkan Pemimpin Petama Yg Sangat Mampu Mengendalikan Situasi Terkini atas Covid 19Presiden China Xi Jin Ping Menyebut Presiden RI sangat Luar Biasa????????Mampu Mengayomi Seluruh Rakyat Indonesia Dengan Kualitas Yg Tidak Bisa Di Anggap Enteng Oleh Negara LaenDari Sekian Negara2 Tetangga Termasuk Australia,, masih di bawah IndonesiaPadahal Australia Sudah Lebih Dulu Terkena Wabah Virus Corona"
FOTO AHOK PAKAI SERAGAM PETUGAS SPBU PERTAMINA,FOTO AHOK PAKAI SERAGAM PETUGAS SPBU PERTAMINA
Video “Pembukaan Gereja Katolik di Arab dihadiri Raja Salman”, Peristiwa di video itu adalah kegiatan “A Salute to Tolerant UAE” yang diadakan oleh Gereja Katolik St
SURAT UNDANGAN RAPAT PENERIMA BANTUAN DANA HIBAH 2022 DARI KEMENTERIAN DESA,SURAT UNDANGAN RAPAT PENERIMA BANTUAN DANA HIBAH 2022 DARI KEMENTERIAN DESATelah beredar sebuah tangkapan layar surat undangan Rapat Koordinasi Calon Penerima dan Penandatanganan Perjanjian Program Bantuan Dana Hibah TA
Surat Suara Pilkada 2020 yang Dicoret-coret, Unggahan foto tersebut juga disertai dengan beberapa tagar yang menyatakan bahwa surat suara yang dicoret-coret tersebut merupakan surat suara Pilkada 2020 yang baru saja diselenggarakan
Lowongan Kerja di KBRI Doha Qatar, Unggahan tersebut bertuliskan “Indonesian Embassy Qatar Jobs 2021” dan disebutkan beberapa posisi serta jumlah gaji
KFC Bagikan Bucket Ayam di Hari Perempuan Internasional,Telah beredar tautan survei berhadiah yang mengatasnamakan KFC dalam memperingati Hari Perempuan Internasional melalui WhatsApp
“Nah ini dia vidionya …ternyata jokowi dan istrinya yg menyebarkan kaos jokowi 3 periode”,“Nah ini dia vidionya …ternyata jokowi dan istrinya yg menyebarkan kaos jokowi 3 periode…
Foto Struk Tarif Tol Ditambah dengan Tarif Tilang di Jalan Tol Jombang-Mojokerto, Dan bayar tilang di pintu keluar tol
"VIRAL TANAH DIAMBIL NEGARA JIKA AJB TIDAK BERSERTIFIKAT, BENARKAH ?", AJB tersebut sudah tidak dapat digunakan sebagai bukti kepemilikan tanah
VIDEO TENTARA INDONESIA DIKIRIM KE PALESTINA,posting di berbagai media sosial mengenai pasukan Tentara Indonesia berangkat ke Palestina
Ir Soekarno: Perjuanganmu Akan Lebih Sulit Melawan Anak Saya, Ir Soekarno dengan narasi pelintiran “PERJUANGANKU LEBIH MUDAH MELAWAN PENJAJAH PERJUANGANMU AKAN LEBIH SULIT KARENA MELAWAN ANAK SAYA” yang diketahui anak dari Ir Soekarno tersebut adalah Ibu Megawati Soekarnoputri yang kini menjabat di salah satu petinggi partai PDIP
Alfamart Bagikan Hadiah Rayakan Pembukaan Toko ke-1000,Beredar di aplikasi percakapan Whatsapp pesan berantai menjanjikan hadiah dari Alfamart untuk merayakan pembukaan toko ke-1000
“China memang bener” jahat mengirim baju” bundle pakaian bekas di pakai orang” Yg sudah mati akibat virus”,com/kharimakharima1) mengunggah sebuah video dengan narasi :“Yaa Allah …China memang bener” jahat …mengirim baju” bundle pakaian bekas di pakai orang” Yg sudah mati akibat virus …jgn beli apa”pun barang dr China …”Video itu berisi foto pakaian dalam puluhan kantong plastik
AHY SERANG JOKOWI KELAKUAN ISTRINYA BEGINI !!,Akun Youtube POLEMIK POLITIKUS mengunggah video yang berjudul “AHY SERANG JOKOWI KELAKUAN ISTRINYA BEGINI !!”
TIKET TAMAN SAFARI TERUSAN PANDA, [SALAH] Ticket Promo Istana Panda Tamansafari Bogor
Video “BERITA TERBARU ~ RONALDO SUMBANGKAN GAJINYA UNTUK BANTU HAMAS BELI ROKET”," Dalam video tersebut, juga terdapat beberapa potongan pesan video dari Ronaldo"
“Data Tol yang Ditutup Arah DKI Jakarta”,Beredar postingan yang berisikan informasi data tol yang ditutup arah DKI Jakarta
VIDEO PRESIDEN JOKOWI BERPIDATO MENGGUNAKAN BAHASA CHINA,postingan video Presiden Jokowi sedang berpidato menggunakan bahasa Mandarin
Foto Gadis 16 Tahun Yang Dipenjara Karena Membunuh Pemerkosanya,"“Melawan Saat diPERKOSA, Gadis 16 Tahun Terpaksa Habiskan Minimal 25 Tahun DiJERUJI BESI, demi Maruah dan Harga diri,"
Informasi Peringkat Sayuran Anti Kanker Oleh Institut Pencegahan Kanker,Beredar kembali sebuah informasi di media sosial terkait daftar ranking sayuran anti kanker yang dikeluarkan Institut Pencegahan Kanker
Akun Facebook Pengasuh Ponpes Genggong Gus Haris Tawarkan Jasa Pesugihan, Akun tersebut mengunggah postingan bertuliskan tawaran pesugihan tanpa tumbal dan mencantumkan nomor Whatsapp dalam deskripsi profil Facebooknya
Warga Korea Selatan yang Belum Vaksin Dilarang Mengikuti Pemilihan Presiden,Beredar sebuah informasi di Facebook yang mengklaim bahwa warga Korea Selatan yang belum divaksinasi tidak diperbolehkan mengikuti pemilihan presiden pada Maret 2022 karena sebagian besar yang menolak vaksinasi tidak mempercayai pemerintah dan cenderung lebih mendukung oposisi
Informasi Vaksin Dosis 1 dan 2 16 Agustus 2021 di RSAL dr. Ramelan Surabaya,"Hari/Tanggal : Senin, 16 Agustus 2021Likasi : RSAL (Tenda depan Fakultas Kedokteran Hang Tuah)Mobil dan motor masuk lewat depan frontage A"
Video Penimbunan Saluran Air dengan Karung Pasir, Video tersebut juga disertai dengan narasi yang menyatakan bahwa lubang yang ditimbun oleh karung pasir merupakan saluran air
NANAS 10 RIBU KALI LEBIH AMPUH DARI KEMOTERAPI,buah nanas 10 ribu kali lebih ampuh dibandingkan kimoterapi dalam mengatasi kanker
"""Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak""","""Haram Hukumnya! Mandi di 3 Waktu Ini Bisa Sebabkan Kematian MendadakPada jam-jam ini, tak jarang orang melakukan mandi, selengkapnya di poin (3) bagian REFERENSI"
Postingan Seorang PNS Kementerian Agama yang Menyebut Korban Bom Surabaya dengan Istilah “Ekor”,"Pemilik akun Facebook Fadly Moonik itu mengunggah kalimat yang menyulut amarah warganet, beberapa jam usai bom di Surabaya terjadi"
Metode Pertolongan Pertama melalui Pelepasan Darah bagi Penderita Stroke,"Beredar kembali postingan yang mengklaim metode pertolongan pertama melalui pelepasan darah pada penderita stroke, dengan cara menusukkan jarum pada jari jari hingga menarik daun telinga dan menusukknya dengan jarum"
RATUSAN TENTARA CHINA MASUK KE INDONESIA MENGGUNAKAN PESAWAT LION AIR,"""Udah terang2an pakai seragam militer? Tentara China sudah masuk Indonesia"
GURU SMPN2 CILEUNYI BAGI-BAGI PULSA SEBESAR 100RB, Yang akan bagi2 voucher pulsa sebesar 100k dan murid diarahkan untuk mengambil disuatu konter pulsa
Akun Facebook Wali Bupati Tanjung Jabung Barat Hairan Journey,"Beredar akun Facebook Wakil Bupati Tanjung Jabang Barat, Hairan yang menggunakan foto profil memakai baju dinas putih"
SIMBOL (LOVE DUA JARI) INI DIPOPULERKAN ARTIS KOREA SIMBOL ITU BUKAN LOVE TAPI INI…,"sannya simbol ""Finger heart gesture"" adalah tren yang dimulai dari Korea Selatan untuk menirukan lambang cinta menggunakan jari jempol dan telunjuk ternyata itu merupakan simbol Salib"
PEMERINTAH DIAM-DIAM MENAIKAN HARGA BBM PADA 23 AGUSTUS 2021,kan Pemerintah diam-diam menaikkan harga Bahan Bakar Minyak (BBM) pada 23 Agustus 2021
Pengasuh Pondok Pesantren Darul Falah KH Abd Rohman Qomari Meninggal Dunia," Rohman pengasuh PP DARUL FALAH Kenongo, Blimbing, Malang"
Menko Luhut Minta Warga dan Para Lansia Tidak Keluar Rumah Selama Sebulan ke Depan,Narasi“Luhut Minta Masyarakat Tak Jalan-Jalan Dulu 4 Minggu ke Depan”
TANAMAN DOLAR PENYEBAB LEUKIMIA, Memang hasil penelitiannya telah disahkan oleh pihak kampus USM dan pihak Kementrian Kesehatan bahwa Leukimia itu dapat ditimbulkan dari tumbuhan tersebut
Surat Pengangkatan Tenaga Honorer Menjadi PNS oleh Kementrian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi,Bagi Yang Memenuhi Persyrtan Untuk Diangkat Menjadi PNS Tanpa Tes
PESAN LARANGAN KELUAR RUMAH AKIBAT PUNCAK INKUBASI CORONA COVID-19,PESAN BERANTAI TENTANG PUNCAK PENYEBARAN CORONA
LINK SUBSIDI DARI PERTAMINA VIA SMS RP. 189 JUTA,LINK SUBSIDI DARI PERTAMINA VIA SMS RP
Mahkamah Agung Amerika Serikat Telah Membatalkan Vaksinasi Masal,Beredar sebuah narasi melalui pesan Whatsapp yang mengatakan bahwa Mahkamah Agung Amerika Serikat telah membatalkan vaksinasi universal
Video “lagu Indonesia Raya..sudah diganti ya?”,"sudah diganti ya?”Di video tersebut, menampilkan seseorang yang merekam tayangan stasiun tv Trans7 yang menayangkan video beberapa orang menyanyikan lagu Indonesia Raya"
